Mun_Code,Mun_Name,landslide_per,stormsurge_per,Bu_p_inSSA,Bu_p_LS,Red_per_LSbldg,Or_per_LSblg,Yel_per_LSSAb,RED_per_SSAbldg,OR_per_SSAbldg,Yellow_per_LSbl
PH098307000,MABUHAY,2.9,0.68,0.68,2.9,0,0,2.9,0.68,0,0
PH098308000,MALANGAS,1.36,0.2,0.2,1.36,0,0,1.36,0.2,0,0
PH098309000,NAGA,1.83,4.23,4.23,1.83,0.26,0,1.56,4.2,0.03,0
PH098310000,OLUTANGA,3.42,2.22,2.22,3.42,0,0,3.42,2.22,0,0
PH098311000,PAYAO,2.65,10.49,10.4,2.65,0.13,0,2.52,10.42,0.06,0
PH098312000,ROSELLER LIM,2.91,0.9,0.9,2.91,0.28,0.03,2.61,0.9,0,0
PH098313000,SIAY,1.19,9.16,9.16,1.19,0,0,1.19,8.95,0.22,0
PH098314000,TALUSAN,3.39,0.78,0.78,3.39,0,0,3.39,0.78,0,0
PH098315000,TITAY,0.05,0,0,0.05,0.05,0,0,0,0,0
PH098316000,TUNGAWAN,2.74,1.02,1.02,2.74,0.1,0,2.64,1.02,0,0
PH099701000,CITY OF ISABELA,3.25,0.79,0.79,3.25,0.02,0,3.23,0.79,0,0
PH101301000,BAUNGON,0.13,0,0,0.13,0,0,0.13,0,0,0
PH101302000,DAMULOG,0.06,0,0,0.06,0.06,0,0,0,0,0
PH101303000,DANGCAGAN,0,0,0,0,0,0,0,0,0,0
PH101304000,DON CARLOS,0,0,0,0,0,0,0,0,0,0
PH101305000,IMPASUG-ONG,0.56,0.04,0.04,0.56,0,0,0.56,0,0,0.04
PH101306000,KADINGILAN,0,0,0,0,0,0,0,0,0,0
PH101307000,KALILANGAN,0,0,0,0,0,0,0,0,0,0
PH101308000,KIBAWE,0.03,0,0,0.03,0.03,0,0,0,0,0
PH101309000,KITAOTAO,0.45,0.03,0.03,0.45,0.45,0,0,0,0,0.03
PH101310000,LANTAPAN,0.05,0.02,0.02,0.05,0.05,0,0,0,0,0.02
PH101311000,LIBONA,0.23,0,0,0.23,0.03,0,0.2,0,0,0
PH101312000,CITY OF MALAYBALAY (Capital),0.13,0.04,0.04,0.13,0.12,0.01,0,0,0,0.04
PH101313000,MALITBOG,0.7,0,0,0.7,0.7,0,0,0,0,0
PH101314000,MANOLO FORTICH,0.07,0,0,0.07,0,0,0.07,0,0,0
PH101315000,MARAMAG,0.02,0,0,0.02,0.01,0.01,0,0,0,0
PH101316000,PANGANTUCAN,0,0,0,0,0,0,0,0,0,0
PH101317000,QUEZON,0.05,0.01,0.01,0.05,0.04,0.01,0,0,0,0.01
PH101318000,SAN FERNANDO,0.06,0,0,0.06,0.06,0,0,0,0,0
PH101319000,SUMILAO,0.67,0.03,0.03,0.67,0.03,0,0.65,0,0,0.03
PH101320000,TALAKAG,0.04,0,0,0.04,0.04,0,0,0,0,0
PH101321000,CITY OF VALENCIA,0.09,0.03,0.03,0.09,0.08,0.01,0,0,0,0.03
PH101322000,CABANGLASAN,0.08,0,0,0.08,0.08,0,0,0,0,0
PH101801000,CATARMAN,4.09,0.22,0.22,4.09,0.86,0,3.23,0.22,0,0
PH101802000,GUINSILIBAN,1.53,2.29,2.29,1.53,0.19,0,1.34,2.1,0.19,0
PH101803000,MAHINOG,4.4,0.46,0.46,4.4,0.09,0,4.3,0.46,0,0
PH101804000,MAMBAJAO (Capital),4.85,0.77,0.77,4.85,0.62,0,4.22,0.77,0,0
PH101805000,SAGAY,4.83,0.25,0.25,4.83,1.02,0,3.81,0.25,0,0
PH103501000,BACOLOD,6.7,0.42,0.42,6.7,0,0,6.7,0.42,0,0
PH103502000,BALOI,0,0,0,0,0,0,0,0,0,0
PH103503000,BAROY,3.38,4.23,4.23,3.38,0,0,3.38,4.23,0,0
PH103504000,ILIGAN CITY,3.84,2.6,2.6,3.84,0.1,0,3.74,1.52,1.08,0
PH103505000,KAPATAGAN,0.86,6.13,6.13,0.86,0.09,0,0.77,6.11,0,0.02
PH103506000,SULTAN NAGA DIMAPORO (KAROMATAN),2.77,1.84,1.84,2.77,0.56,0,2.21,1.84,0,0
PH103507000,KAUSWAGAN,5.23,2.09,2.09,5.23,0,0,5.23,2.09,0,0
PH103508000,KOLAMBUGAN,3.63,2.87,2.87,3.63,0,0,3.63,2.87,0,0
PH103509000,LALA,1.05,9.84,9.84,1.05,0,0,1.05,9.83,0.02,0
PH103510000,LINAMON,7.72,0.59,0.59,7.72,0,0,7.72,0.59,0,0
PH103511000,MAGSAYSAY,0,0,0,0,0,0,0,0,0,0
PH103512000,MAIGO,5.1,4.16,4.16,5.1,0,0,5.1,3.85,0.31,0
PH103513000,MATUNGAO,0,0,0,0,0,0,0,0,0,0
PH103514000,MUNAI,0.17,0,0,0.17,0.17,0,0,0,0,0
PH103515000,NUNUNGAN,0.37,0,0,0.37,0.37,0,0,0,0,0
PH103516000,PANTAO RAGAT,0,0,0,0,0,0,0,0,0,0
PH103517000,POONA PIAGAPO,0,0,0,0,0,0,0,0,0,0
PH103518000,SALVADOR,0,0,0,0,0,0,0,0,0,0
PH103519000,SAPAD,0,0,0,0,0,0,0,0,0,0
PH103520000,TAGOLOAN,2.47,0,0,2.47,2.08,0,0.39,0,0,0
PH103521000,TANGCAL,0,0,0,0,0,0,0,0,0,0
PH103522000,TUBOD (Capital),3.87,1.21,1.21,3.87,0,0,3.87,1.21,0,0
PH103523000,PANTAR,3.6,0,0,3.63,0.2,0,3.4,0,0,0
PH104201000,ALORAN,3.97,6.06,6.06,3.97,0.03,0,3.94,6.03,0.03,0
PH104202000,BALIANGAO,3.99,0.5,0.5,3.99,0,0,3.99,0.5,0,0
PH104203000,BONIFACIO,0.91,3.68,3.68,0.91,0,0,0.91,3.68,0,0
PH104204000,CALAMBA,0,0,0,0,0,0,0,0,0,0
PH104205000,CLARIN,1.88,9.35,9.35,1.88,0.13,0,1.75,9.32,0.03,0
PH104206000,CONCEPCION,0,0.3,0.3,0,0,0,0,0,0,0.3
PH104207000,JIMENEZ,1.8,3.08,3.08,1.8,0.07,0,1.73,3.05,0,0.04
PH104208000,LOPEZ JAENA,3.58,3.81,3.81,3.58,0,0,3.58,3.76,0,0.05
PH104209000,OROQUIETA CITY (Capital),3.35,9.85,9.85,3.35,0.09,0,3.26,9.8,0.01,0.03
PH104210000,OZAMIS CITY,2.14,9.2,9.2,2.14,0.01,0,2.13,9.2,0,0
PH104211000,PANAON,1.06,11.51,11.5,1.06,0,0,1.06,11.51,0,0
PH104212000,PLARIDEL,1.98,23.81,23.8,1.98,0,0,1.98,23.81,0,0
PH104213000,SAPANG DALAGA,1.76,0.2,0.2,1.76,0,0,1.76,0.13,0,0.07
PH104214000,SINACABAN,1.24,2.54,2.54,1.24,0.25,0,0.99,2.54,0,0
PH104215000,TANGUB CITY,1.65,0.47,0.47,1.65,0,0,1.65,0.41,0.02,0.04
PH104216000,TUDELA,1.64,1.46,1.46,1.64,0.23,0,1.41,1.46,0,0
PH104217000,DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS),1.84,0.05,0.05,1.84,1.79,0.05,0,0,0,0.05
PH104301000,ALUBIJID,1.15,2.45,2.45,1.15,0.22,0,0.94,2.35,0,0.1
PH104302000,BALINGASAG,1.95,8.34,8.34,1.96,0.6,0.01,1.34,8.31,0.02,0.02
PH104303000,BALINGOAN,2.8,1.73,1.73,2.8,0,0,2.8,1.73,0,0
PH104304000,BINUANGAN,3.34,0,0,3.34,0,0,3.34,0,0,0
PH104305000,CAGAYAN DE ORO CITY (Capital),2.61,6.63,6.63,2.61,0.05,0,2.56,5.9,0.7,0.03
PH104306000,CLAVERIA,0.89,0.15,0.15,0.89,0.89,0,0,0,0,0.15
PH104307000,CITY OF EL SALVADOR,1.51,4.41,4.41,1.51,0.02,0,1.49,4.41,0,0
PH104308000,GINGOOG CITY,2.14,15.15,15.1,2.14,0.16,0.01,1.97,15.07,0.04,0.04
PH104309000,GITAGUM,3.13,0.04,0.04,3.13,0,0,3.13,0,0,0.04
PH104310000,INITAO,2.46,0.86,0.86,2.46,0.16,0.05,2.25,0.86,0,0
PH104311000,JASAAN,4.38,3.57,3.57,4.38,0.06,0,4.32,3.55,0,0.03
PH104312000,KINOGUITAN,3.21,0.94,0.94,3.21,0,0,3.21,0.94,0,0
PH104313000,LAGONGLONG,1.95,14.84,14.8,1.95,0.16,0,1.8,14.84,0,0
PH104314000,LAGUINDINGAN,1.92,0.09,0.09,1.92,0,0,1.92,0.09,0,0
PH104315000,LIBERTAD,2.61,0.54,0.54,2.61,0,0,2.61,0.54,0,0
PH104316000,LUGAIT,0.09,0,0,0.09,0.09,0,0,0,0,0
PH104317000,MAGSAYSAY (LINUGOS),2.08,0.74,0.74,2.08,0,0,2.08,0.6,0,0.13
PH104318000,MANTICAO,2.85,1.94,1.94,2.85,0.32,0,2.53,1.88,0.05,0
PH104319000,MEDINA,4.08,1.39,1.39,4.08,0.1,0,3.98,1.36,0,0.03
PH104320000,NAAWAN,2.26,4.36,4.36,2.26,0.47,0.16,1.63,4.28,0,0.08
PH104321000,OPOL,2.14,9.26,9.26,2.14,0,0.02,2.12,9.24,0,0.02
PH104322000,SALAY,3,2.66,2.66,3,0,0,3,2.66,0,0
PH104323000,SUGBONGCOGON,1.3,0.13,0.13,1.3,0,0,1.3,0,0,0.13
PH104324000,TAGOLOAN,3.21,8.06,8.06,3.21,0.17,0,3.04,8.03,0,0.03
PH104325000,TALISAYAN,3.96,1.89,1.89,3.96,0.12,0,3.84,1.77,0,0.12
PH104326000,VILLANUEVA,3.48,2.14,2.14,3.48,0.06,0.03,3.39,2.14,0,0
PH112301000,ASUNCION (SAUG),0.02,0.04,0.04,0.02,0.02,0,0,0,0,0.04
PH112303000,CARMEN,1.29,3.93,3.93,1.29,0,0,1.29,3.21,0.72,0
PH112305000,KAPALONG,0.32,0.03,0.03,0.32,0.32,0,0,0,0,0.03
PH112314000,NEW CORELLA,0.02,0.05,0.05,0.02,0.02,0,0,0,0,0.05
PH112315000,CITY OF PANABO,1.65,11.77,11.7,1.65,0,0,1.65,11.52,0.23,0.02
PH112317000,ISLAND GARDEN CITY OF SAMAL,0.93,0.29,0.29,0.93,0.01,0.02,0.9,0.24,0,0.05
PH112318000,SANTO TOMAS,0,0.03,0.03,0,0,0,0,0,0,0.03
PH112319000,CITY OF TAGUM (Capital),0.27,4.65,4.65,0.27,0,0,0.27,4.11,0.55,0
PH112322000,TALAINGOD,2.68,0,0,2.68,2.68,0,0,0,0,0
PH112323000,BRAULIO E. DUJALI,0,0,0,0,0,0,0,0,0,0
PH112324000,SAN ISIDRO,0.09,0.05,0.05,0.09,0.09,0,0,0,0,0.05
PH112401000,BANSALAN,0.06,0.03,0.03,0.06,0.06,0,0,0,0,0.03
PH112402000,DAVAO CITY,1.36,9.01,9.01,1.36,0.15,0,1.21,8.98,0.01,0.02
PH112403000,CITY OF DIGOS (Capital),1.1,3.83,3.83,1.1,0.12,0,0.98,3.82,0.01,0
PH112404000,HAGONOY,0.57,9.85,9.85,0.57,0,0,0.57,9.82,0.03,0
PH112406000,KIBLAWAN,0.16,0,0,0.16,0.16,0,0,0,0,0
PH112407000,MAGSAYSAY,0.1,0,0,0.1,0.1,0,0,0,0,0
PH112408000,MALALAG,2.49,1.84,1.84,2.49,0.16,0,2.33,1.8,0,0.03
PH112410000,MATANAO,0.1,0.02,0.02,0.1,0.1,0,0,0,0,0.02
PH112411000,PADADA,1.76,5.44,5.44,1.76,0.19,0,1.57,5.38,0.06,0
PH112412000,SANTA CRUZ,3.01,4.03,4.03,3.01,0.44,0,2.57,4.01,0.01,0.01
PH112414000,SULOP,3,8.88,8.88,3,0,0,3,8.85,0.03,0
PH112501000,BAGANGA,3.47,5.01,5.01,3.47,1.86,0.01,1.59,4.98,0,0.03
PH112502000,BANAYBANAY,3.97,6.24,6.24,3.97,0.79,0.05,3.12,6.19,0.05,0
PH112503000,BOSTON,1.51,2.3,2.3,1.51,0.92,0,0.59,2.3,0,0
PH112504000,CARAGA,4.34,0.3,0.3,4.34,2.64,0,1.7,0.16,0,0.13
PH112505000,CATEEL,2.51,5.32,5.32,2.51,1.09,0,1.42,5.23,0.05,0.05
PH112506000,GOVERNOR GENEROSO,3.47,4.26,4.26,3.47,0.99,0,2.48,4.26,0,0
PH112507000,LUPON,2.45,3.23,3.23,2.45,1.2,0,1.24,3.17,0.04,0.02
PH112508000,MANAY,2.8,1.07,1.07,2.8,0.88,0,1.92,1.07,0,0
PH112509000,CITY OF MATI (Capital),3.83,1.34,1.34,3.83,0.55,0.01,3.26,1.3,0,0.04
PH112510000,SAN ISIDRO,1.87,1.15,1.15,1.87,0.84,0,1.03,1.15,0,0
PH112511000,TARRAGONA,4.6,0,0,4.6,1.47,0,3.13,0,0,0
PH118201000,COMPOSTELA,0.02,0,0,0.02,0.02,0,0,0,0,0
PH118202000,LAAK (SAN VICENTE),0.09,0,0,0.09,0.02,0,0.07,0,0,0
PH118203000,MABINI (DOÃ‘A ALICIA),1.14,1.06,1.06,1.14,0,0,1.14,1.06,0,0
PH118204000,MACO,1.31,2.84,2.84,1.31,0,0,1.31,2.84,0,0
PH118205000,MARAGUSAN (SAN MARIANO),0.03,0,0,0.03,0.03,0,0,0,0,0
PH118206000,MAWAB,0.17,0,0,0.17,0,0,0.17,0,0,0
PH118207000,MONKAYO,1.19,0,0,1.19,1.19,0,0,0,0,0
PH118208000,MONTEVISTA,0.03,0,0,0.03,0,0,0.03,0,0,0
PH118209000,NABUNTURAN (Capital),0,0,0,0,0,0,0,0,0,0
PH118210000,NEW BATAAN,0,0,0,0,0,0,0,0,0,0
PH118211000,PANTUKAN,2.49,3.1,3.1,2.49,0.65,0,1.84,3.1,0,0
PH118601000,DON MARCELINO,6.94,0.15,0.15,6.94,5.03,0,1.91,0.15,0,0
PH118602000,JOSE ABAD SANTOS (TRINIDAD),5.15,0.42,0.42,5.15,1.47,0.03,3.65,0.42,0,0
PH118603000,MALITA,2.77,5.42,5.42,2.77,1.51,0.02,1.24,5.42,0,0
PH118604000,SANTA MARIA,2.3,0.73,0.73,2.29,0.94,0,1.35,0.73,0,0
PH118605000,SARANGANI,7.88,0.25,0.25,7.88,0.19,0.06,7.63,0.19,0,0.06
PH124701000,ALAMADA,0.02,0,0,0.02,0,0.02,0,0,0,0
PH124702000,CARMEN,0,0,0,0,0,0,0,0,0,0
PH124703000,KABACAN,0,0,0,0,0,0,0,0,0,0
PH124704000,CITY OF KIDAPAWAN (Capital),0.11,0.02,0.02,0.11,0.11,0,0,0,0,0.02
PH124705000,LIBUNGAN,0,0,0,0,0,0,0,0,0,0
PH124706000,MAGPET,0.98,0.02,0.02,0.98,0.96,0.02,0,0,0,0.02
PH124707000,MAKILALA,0.09,0.02,0.02,0.09,0.09,0,0,0,0,0.02
PH124708000,MATALAM,0,0,0,0,0,0,0,0,0,0
PH124709000,MIDSAYAP,0,0,0,0,0,0,0,0,0,0
PH124710000,M'LANG,0,0,0,0,0,0,0,0,0,0
PH124711000,PIGKAWAYAN,0,0,0,0,0,0,0,0,0,0
PH124712000,PIKIT,0,0,0,0,0,0,0,0,0,0
PH124713000,PRESIDENT ROXAS,0.33,0.03,0.03,0.33,0.33,0,0,0,0,0.03
PH124714000,TULUNAN,0,0,0,0,0,0,0,0,0,0
PH124715000,ANTIPAS,0.03,0,0,0.03,0.03,0,0,0,0,0
PH124716000,BANISILAN,0,0,0,0,0,0,0,0,0,0
PH124717000,ALEOSAN,0,0,0,0,0,0,0,0,0,0
PH124718000,ARAKAN,0.78,0.08,0.08,0.78,0.76,0.02,0,0,0,0.08
PH126302000,BANGA,0,0,0,0,0,0,0,0,0,0
PH126303000,GENERAL SANTOS CITY (DADIANGAS),1.65,0.71,0.71,1.65,0.01,0,1.64,0.7,0,0
PH126306000,CITY OF KORONADAL (Capital),0.01,0,0,0.01,0.01,0,0,0,0,0
PH126311000,NORALA,0,0,0,0,0,0,0,0,0,0
PH126312000,POLOMOLOK,0,0,0,0,0,0,0,0,0,0
PH126313000,SURALLAH,0.01,0,0,0.01,0.01,0,0,0,0,0
PH126314000,TAMPAKAN,0,0,0,0,0,0,0,0,0,0
PH126315000,TANTANGAN,0,0,0,0,0,0,0,0,0,0
PH126316000,T'BOLI,0.75,0.01,0.01,0.75,0.69,0,0.06,0,0,0.01
PH126317000,TUPI,0,0,0,0,0,0,0,0,0,0
PH126318000,SANTO NIÃ‘O,0,0,0,0,0,0,0,0,0,0
PH126319000,LAKE SEBU,0.11,0.02,0.02,0.11,0.1,0,0.01,0,0,0.02
PH126501000,BAGUMBAYAN,0.49,0.03,0.03,0.49,0.49,0,0,0,0,0.03
PH126502000,COLUMBIO,0.24,0.03,0.03,0.24,0.24,0,0,0,0,0.03
PH126503000,ESPERANZA,0.31,0.02,0.02,0.31,0.31,0,0,0,0,0.02
PH126504000,ISULAN (Capital),0.52,0,0,0.52,0.49,0.01,0.01,0,0,0
PH126505000,KALAMANSIG,2.85,2.1,2.1,2.85,1.47,0.06,1.32,2.1,0,0
PH126506000,LEBAK,1.78,2.64,2.64,1.78,0.43,0.01,1.33,2.52,0.01,0.11
PH126507000,LUTAYAN,0.2,0,0,0.2,0.2,0,0,0,0,0
PH126508000,LAMBAYONG (MARIANO MARCOS),0,0,0,0,0,0,0,0,0,0
PH126509000,PALIMBANG,2.12,9.01,9.01,2.12,0.37,0,1.76,8.91,0.07,0.02
PH126510000,PRESIDENT QUIRINO,0,0,0,0,0,0,0,0,0,0
PH126511000,CITY OF TACURONG,0,0.01,0.01,0,0,0,0,0,0,0.01
PH126512000,SEN. NINOY AQUINO,0.46,0.1,0.1,0.46,0.18,0,0.28,0,0,0.1
PH128001000,ALABEL (Capital),2.22,0.17,0.17,2.22,0.76,0,1.46,0.17,0,0
PH128002000,GLAN,4.13,5.37,5.37,4.13,1.7,0,2.44,5.29,0,0.08
PH128003000,KIAMBA,2.47,2.63,2.63,2.47,0.13,0,2.34,2.63,0,0
PH128004000,MAASIM,2.88,1.33,1.33,2.88,0.61,0,2.26,1.3,0,0.02
PH128005000,MAITUM,1.98,2.92,2.92,1.98,0,0,1.98,2.92,0,0
PH128006000,MALAPATAN,4.18,0.33,0.33,4.18,2.26,0,1.92,0.31,0,0.02
PH128007000,MALUNGON,1.07,0,0,1.07,0.91,0.01,0.15,0,0,0
PH129804000,COTABATO CITY,0.02,0,0,0.02,0,0,0.02,0,0,0
PH133901000,TONDO I / II,0.53,47.16,47.1,0.53,0,0,0.53,47.15,0.01,0
PH133902000,BINONDO,0,75.88,75.8,0,0,0,0,75.88,0,0
PH133903000,QUIAPO,0,4.8,4.8,0,0,0,0,4.8,0,0
PH133904000,SAN NICOLAS,0,62.98,62.9,0,0,0,0,62.98,0,0
PH133905000,SANTA CRUZ,2.4,9.1,9.1,2.4,0,0,2.4,8.15,0.95,0
PH133906000,SAMPALOC,3.95,3.15,3.15,3.95,0,0,3.95,2.18,0.97,0
PH133907000,SAN MIGUEL,0,1.83,1.83,0,0,0,0,1.83,0,0
PH133908000,ERMITA,0.06,38.27,38.2,0.06,0,0,0.06,38.27,0,0
PH133909000,INTRAMUROS,0.34,5,5,0.34,0,0,0.34,5,0,0
PH133910000,MALATE,0.16,25.67,25.6,0.16,0,0,0.16,25.67,0,0
PH133911000,PACO,0.33,7.84,7.84,0.33,0,0,0.33,7.47,0.37,0
PH133912000,PANDACAN,6.52,1.71,1.71,6.52,0,0,6.52,1.51,0.21,0
PH133913000,PORT AREA,0.08,15.72,15.7,0.08,0,0,0.08,15.72,0,0
PH133914000,SANTA ANA,3.91,4.72,4.72,3.91,0,0,3.91,2.71,2.01,0
PH137401000,CITY OF MANDALUYONG,0,0,0,0,0,0,0,0,0,0
PH137402000,CITY OF MARIKINA,0,0,0,0,0,0,0,0,0,0
PH137403000,CITY OF PASIG,0,0,0,0,0,0,0,0,0,0
PH137404000,QUEZON CITY,0,0,0,0,0,0,0,0,0,0
PH137405000,CITY OF SAN JUAN,0,0,0,0,0,0,0,0,0,0
PH137501000,CALOOCAN CITY,0.35,2.67,2.67,0.35,0,0,0.35,2.67,0,0
PH137502000,CITY OF MALABON,1.41,45.64,45.6,1.41,0,0,1.41,45.64,0,0
PH137503000,CITY OF NAVOTAS,0.1,65.71,65.7,0.1,0,0,0.1,65.71,0,0
PH137504000,CITY OF VALENZUELA,1.22,0.19,0.19,1.22,0,0,1.22,0.19,0,0
PH137601000,CITY OF LAS PIÃ‘AS,2,2.95,2.95,2,0,0,2,2.94,0.01,0
PH137602000,CITY OF MAKATI,1.14,0.25,0.25,1.14,0,0,1.14,0.22,0.03,0
PH137603000,CITY OF MUNTINLUPA,0,0,0,0,0,0,0,0,0,0
PH137604000,CITY OF PARAÃ‘AQUE,1.09,1,1,1.09,0,0,1.09,1,0.01,0
PH137605000,PASAY CITY,2.16,2.67,2.67,2.16,0,0,2.16,2.37,0.31,0
PH137606000,PATEROS,0,0,0,0,0,0,0,0,0,0
PH137607000,TAGUIG CITY,0,0,0,0,0,0,0,0,0,0
PH140101000,BANGUED (Capital),0,0,0,0,0,0,0,0,0,0
PH140102000,BOLINEY,0,0,0,0,0,0,0,0,0,0
PH140103000,BUCAY,0,0,0,0,0,0,0,0,0,0
PH140104000,BUCLOC,0,0,0,0,0,0,0,0,0,0
PH140105000,DAGUIOMAN,0,0,0,0,0,0,0,0,0,0
PH140106000,DANGLAS,0,0,0,0,0,0,0,0,0,0
PH140107000,DOLORES,0,0,0,0,0,0,0,0,0,0
PH140108000,LA PAZ,0,0,0,0,0,0,0,0,0,0
PH140109000,LACUB,0,0,0,0,0,0,0,0,0,0
PH140110000,LAGANGILANG,0,0,0,0,0,0,0,0,0,0
PH140111000,LAGAYAN,0,0,0,0,0,0,0,0,0,0
PH140112000,LANGIDEN,0,0,0,0,0,0,0,0,0,0
PH140113000,LICUAN-BAAY (LICUAN),0,0,0,0,0,0,0,0,0,0
PH140114000,LUBA,0,0,0,0,0,0,0,0,0,0
PH140115000,MALIBCONG,0.78,0,0,0.78,0,0,0.78,0,0,0
PH140116000,MANABO,0,0,0,0,0,0,0,0,0,0
PH140117000,PEÃ‘ARRUBIA,0,0,0,0,0,0,0,0,0,0
PH140118000,PIDIGAN,0,0,0,0,0,0,0,0,0,0
PH140119000,PILAR,0,0,0,0,0,0,0,0,0,0
PH140120000,SALLAPADAN,0,0,0,0,0,0,0,0,0,0
PH140121000,SAN ISIDRO,0,0,0,0,0,0,0,0,0,0
PH140122000,SAN JUAN,0,0,0,0,0,0,0,0,0,0
PH140123000,SAN QUINTIN,0,0,0,0,0,0,0,0,0,0
PH140124000,TAYUM,0,0,0,0,0,0,0,0,0,0
PH140125000,TINEG,0.31,0,0,0.31,0.13,0,0.18,0,0,0
PH140126000,TUBO,0.35,0,0,0.35,0.35,0,0,0,0,0
PH140127000,VILLAVICIOSA,0,0,0,0,0,0,0,0,0,0
PH141101000,ATOK,3.23,0.01,0.01,3.23,3.2,0.03,0,0,0,0.01
PH141102000,BAGUIO CITY,0.2,0.09,0.09,0.2,0.19,0.01,0,0,0,0.09
PH141103000,BAKUN,1.05,0.01,0.01,1.05,1.05,0,0,0,0,0.01
PH141104000,BOKOD,1.93,0,0,1.93,1.93,0,0,0,0,0
PH141105000,BUGUIAS,0.26,0,0,0.26,0.26,0,0,0,0,0
PH141106000,ITOGON,1.46,0.06,0.06,1.46,1.43,0.03,0,0,0,0.06
PH141107000,KABAYAN,0,0,0,0,0,0,0,0,0,0
PH141108000,KAPANGAN,4.33,0.13,0.13,4.33,4.33,0,0,0,0,0.13
PH141109000,KIBUNGAN,1.09,0.02,0.02,1.09,1.09,0,0,0,0,0.02
PH141110000,LA TRINIDAD (Capital),1.08,0.06,0.06,1.08,1.05,0.03,0,0,0,0.06
PH141111000,MANKAYAN,0.03,0,0,0.03,0.03,0,0,0,0,0
PH141112000,SABLAN,0.12,0,0,0.12,0.12,0,0,0,0,0
PH141113000,TUBA,0.15,0,0,0.15,0.11,0.01,0.03,0,0,0
PH141114000,TUBLAY,2.35,0.15,0.15,2.35,2.32,0.03,0,0,0,0.15
PH142701000,BANAUE,0,0,0,0,0,0,0,0,0,0
PH142702000,HUNGDUAN,2.01,0,0,2.01,2.01,0,0,0,0,0
PH142703000,KIANGAN,3.46,0.07,0.07,3.46,3.46,0,0,0,0,0.07
PH142704000,LAGAWE (Capital),2.77,0.03,0.03,2.77,2.77,0,0,0,0,0.03
PH142705000,LAMUT,0,0,0,0,0,0,0,0,0,0
PH142706000,MAYOYAO,0.12,0,0,0.12,0.12,0,0,0,0,0
PH142707000,ALFONSO LISTA (POTIA),0,0,0,0,0,0,0,0,0,0
PH142708000,AGUINALDO,0,0,0,0,0,0,0,0,0,0
PH142709000,HINGYON,0,0,0,0,0,0,0,0,0,0
PH142710000,TINOC,2.43,0.05,0.05,2.43,2.43,0,0,0,0,0.05
PH142711000,ASIPULO,0.4,0,0,0.4,0.4,0,0,0,0,0
PH143201000,BALBALAN,9.82,0,0,9.82,9.74,0,0.08,0,0,0
PH143206000,LUBUAGAN,9.8,0,0,9.8,9.8,0,0,0,0,0
PH143208000,PASIL,9.26,0.07,0.07,9.26,9.26,0,0,0,0,0.07
PH143209000,PINUKPUK,2.14,0.06,0.06,2.14,1.38,0,0.76,0,0,0.06
PH143211000,RIZAL (LIWAN),0.48,0,0,0.48,0.06,0,0.42,0,0,0
PH143213000,CITY OF TABUK (Capital),0.71,0.04,0.04,0.71,0.71,0,0,0,0,0.04
PH143214000,TANUDAN,0.79,0,0,0.79,0.79,0,0,0,0,0
PH143215000,TINGLAYAN,0.97,0,0,0.97,0.97,0,0,0,0,0
PH144401000,BARLIG,6.75,0,0,6.75,6.75,0,0,0,0,0
PH144402000,BAUKO,3.01,0.15,0.15,3.01,3,0.01,0,0,0,0.15
PH144403000,BESAO,3.93,0,0,3.93,3.8,0.13,0,0,0,0
PH144404000,BONTOC (Capital),7.87,0.04,0.04,7.87,7.87,0,0,0,0,0.04
PH144405000,NATONIN,8.3,0.22,0.22,8.3,8.3,0,0,0,0,0.22
PH144406000,PARACELIS,0.42,0.02,0.02,0.42,0.4,0.02,0,0,0,0.02
PH144407000,SABANGAN,10.02,0,0,10,10.02,0,0,0,0,0
PH144408000,SADANGA,6.03,0.08,0.08,6.03,6.03,0,0,0,0,0.08
PH144409000,SAGADA,3.77,0.07,0.07,3.77,3.7,0.07,0,0,0,0.07
PH144410000,TADIAN,4.58,0.07,0.07,4.58,4.54,0.05,0,0,0,0.07
PH148101000,CALANASAN (BAYAG),0.57,0,0,0.57,0.57,0,0,0,0,0
PH148102000,CONNER,0,0,0,0,0,0,0,0,0,0
PH148103000,FLORA,0,0,0,0,0,0,0,0,0,0
PH148104000,KABUGAO (Capital),0,0,0,0,0,0,0,0,0,0
PH148105000,LUNA,0,0,0,0,0,0,0,0,0,0
PH148106000,PUDTOL,0,0,0,0,0,0,0,0,0,0
PH148107000,SANTA MARCELA,0,0,0,0,0,0,0,0,0,0
PH150702000,CITY OF LAMITAN,4.7,0.74,0.74,4.7,0.12,0,4.58,0.72,0.02,0
PH150703000,LANTAWAN,1.96,1.34,1.34,1.96,0,0,1.96,1.34,0,0
PH150704000,MALUSO,1.61,9.69,9.69,1.61,0,0,1.61,9.69,0,0
PH150705000,SUMISIP,1.38,0.21,0.21,1.39,0.1,0.04,1.24,0.15,0,0.05
PH150706000,TIPO-TIPO,0.28,0.96,0.96,0.28,0,0,0.28,0.96,0,0
PH150707000,TUBURAN,0.76,0,0,0.76,0.19,0,0.57,0,0,0
PH150708000,AKBAR,1.64,0.14,0.14,1.64,0,0,1.64,0.14,0,0
PH150709000,AL-BARKA,0.39,3.13,3.13,0.39,0,0,0.39,3.13,0,0
