id,pcode,Manucipality,typhoon,Year,Totally,Partially,total
2972,PH035420000,Santa Rita,Mangkhut,2018,0,2,2
2973,PH036903000,Camiling,Mangkhut,2018,1,2,3
2974,PH036904000,Capas,Mangkhut,2018,0,3,3
2975,PH036909000,Moncada,Mangkhut,2018,3,3,6
2976,PH036913999,San Manuel,Mangkhut,2018,0,3,3
2977,PH036917000,Victoria,Mangkhut,2018,1,0,1
2978,PH037101000,Botolan,Mangkhut,2018,8,57,65
2979,PH037102000,Cabangan,Mangkhut,2018,0,1,1
2980,PH037103000,Candelaria,Mangkhut,2018,45,344,389
2981,PH037105000,Iba (capital),Mangkhut,2018,6,96,102
2982,PH037106000,Masinloc,Mangkhut,2018,25,498,523
2983,PH037108000,Palauig,Mangkhut,2018,1,41,42
2984,PH037108999,San Antonio,Mangkhut,2018,0,12,12
2985,PH037112000,San Narciso,Mangkhut,2018,3,30,33
2986,PH012924000,Santa Cruz,Mangkhut,2018,7,754,761
2987,PH140101000,Bangued (capital),Mangkhut,2018,158,3589,3747
2988,PH140103000,Bucay,Mangkhut,2018,22,1092,1114
2989,PH140104000,Bucloc,Mangkhut,2018,0,44,44
2990,PH140106000,Danglas,Mangkhut,2018,33,825,858
2991,PH140106999,Dolores,Mangkhut,2018,2,481,483
2992,PH140107999,La Paz,Mangkhut,2018,59,1914,1973
2993,PH140109000,Lacub,Mangkhut,2018,0,23,23
2994,PH140110000,Lagangilang,Mangkhut,2018,7,1101,1108
2995,PH140111000,Lagayan,Mangkhut,2018,5,761,766
2996,PH140112000,Langiden,Mangkhut,2018,2,145,147
2997,PH140113000,LICUAN-BAAY (LICUAN),Mangkhut,2018,4,147,151
2998,PH140114000,Luba,Mangkhut,2018,8,345,353
2999,PH140115000,Malibcong,Mangkhut,2018,0,10,10
3000,PH140116000,Manabo,Mangkhut,2018,9,1563,1572
3001,PH140117000,PEÑARRUBIA,Mangkhut,2018,4,1079,1083
3002,PH140118000,Pidigan,Mangkhut,2018,5,1016,1021
3003,PH140118999,Pilar,Mangkhut,2018,35,1106,1141
3004,PH140120000,Sallapadan,Mangkhut,2018,6,295,301
3005,PH140120999,San Isidro,Mangkhut,2018,5,319,324
3006,PH140121999,San Juan,Mangkhut,2018,38,636,674
3007,PH140122999,San Quintin,Mangkhut,2018,10,394,404
3008,PH140124000,Tayum,Mangkhut,2018,26,672,698
3009,PH140125000,Tineg,Mangkhut,2018,19,114,133
3010,PH140126000,Tubo,Mangkhut,2018,0,115,115
3011,PH140127000,Villaviciosa,Mangkhut,2018,5,173,178
3012,PH148101000,Calanasan (Bayag),Mangkhut,2018,44,964,1008
3013,PH148102000,Conner,Mangkhut,2018,58,2550,2608
3014,PH148103000,Flora,Mangkhut,2018,135,2782,2917
3015,PH148104000,Kabugao (capital),Mangkhut,2018,50,1363,1413
3016,PH148104999,Luna,Mangkhut,2018,151,3090,3241
3017,PH148106000,Pudtol,Mangkhut,2018,208,3093,3301
3018,PH148107000,Santa Marcela,Mangkhut,2018,71,2380,2451
3019,PH141101000,Atok,Mangkhut,2018,6,13,19
3020,PH141102000,Baguio City,Mangkhut,2018,112,322,434
3021,PH141103000,Bakun,Mangkhut,2018,8,65,73
3022,PH141104000,Bokod,Mangkhut,2018,49,276,325
3023,PH141105000,Buguias,Mangkhut,2018,23,371,394
3024,PH141106000,Itogon,Mangkhut,2018,149,928,1077
3025,PH141107000,Kabayan,Mangkhut,2018,20,267,287
3026,PH141108000,Kapangan,Mangkhut,2018,14,234,248
3027,PH141109000,Kibungan,Mangkhut,2018,9,50,59
3028,PH141110000,La Trinidad (capital),Mangkhut,2018,2,0,2
3029,PH141111000,Mankayan,Mangkhut,2018,2,35,37
3030,PH141112000,Sablan,Mangkhut,2018,7,69,76
3031,PH141113000,Tuba,Mangkhut,2018,68,326,394
3032,PH141114000,Tublay,Mangkhut,2018,9,225,234
3033,PH142708000,Aguinaldo,Mangkhut,2018,4,23,27
3034,PH142707000,Alfonso Lista (Potia),Mangkhut,2018,0,52,52
3035,PH142711000,Asipulo,Mangkhut,2018,3,25,28
3036,PH142701000,Banaue,Mangkhut,2018,4,283,287
3037,PH142709000,Hingyon,Mangkhut,2018,0,23,23
3038,PH142702000,Hungduan,Mangkhut,2018,4,86,90
3039,PH142703000,Kiangan,Mangkhut,2018,0,29,29
3040,PH142704000,Lagawe (capital),Mangkhut,2018,0,41,41
3041,PH142705000,Lamut,Mangkhut,2018,0,35,35
3042,PH142706000,Mayoyao,Mangkhut,2018,0,38,38
3043,PH142710000,Tinoc,Mangkhut,2018,11,51,62
3044,PH143201000,Balbalan,Mangkhut,2018,20,460,480
3045,PH143206000,Lubuagan,Mangkhut,2018,5,144,149
3046,PH143208000,Pasil,Mangkhut,2018,8,184,192
3047,PH143209000,Pinukpuk,Mangkhut,2018,24,889,913
3048,PH143214000,Tanudan,Mangkhut,2018,0,26,26
3049,PH143215000,Tinglayan,Mangkhut,2018,1,37,38
3050,PH143211000,Rizal (Liwan),Mangkhut,2018,36,772,808
3051,PH143213000,City of Tabuk (capital),Mangkhut,2018,10,147,157
3052,PH144404000,Bontoc (capital),Mangkhut,2018,1,7,8
3053,PH144405000,Natonin,Mangkhut,2018,1,234,235
3054,PH144406000,Paracelis,Mangkhut,2018,0,65,65
3055,PH144408000,Sadanga,Mangkhut,2018,0,16,16
3056,PH144402000,Bauko,Mangkhut,2018,8,142,150
3057,PH144403000,Besao,Mangkhut,2018,3,50,53
3058,PH144407000,Sabangan,Mangkhut,2018,0,10,10
3059,PH144409000,Sagada,Mangkhut,2018,0,5,5
3060,PH144410000,Tadian,Mangkhut,2018,4,69,73
3061,PH041027000,SANTA TERESITA,Haiyan,2013,0,1,1
3062,PH041003000,BALAYAN,Haiyan,2013,14,135,149
3063,PH041013000,LIAN,Haiyan,2013,14,634,648
3064,PH043424000,SAN PABLO CITY,Haiyan,2013,0,1,1
3065,PH043430000,VICTORIA,Haiyan,2013,0,22,22
3066,PH043421000,PANGIL,Haiyan,2013,2,13,15
3067,PH037103000,CANDELARIA,Haiyan,2013,4,0,4
3068,PH175101000,ABRA DE ILOG,Haiyan,2013,25,108,133
3069,PH175102000,CALINTAAN,Haiyan,2013,8,141,149
3070,PH175103000,LOOC,Haiyan,2013,2,36,38
3071,PH175105000,MAGSAYSAY,Haiyan,2013,306,1407,1713
3072,PH175107000,PALUAN,Haiyan,2013,,5,5
3073,PH175108000,RIZAL,Haiyan,2013,26,331,357
3074,PH175110000,SAN JOSE,Haiyan,2013,237,626,863
3075,PH175111000,SANTA CRUZ,Haiyan,2013,50,328,378
3076,PH174001000,BOAC (Capital),Haiyan,2013,2,12,14
3077,PH174003000,GASAN,Haiyan,2013,3,131,134
3078,PH174004000,MOGPOG,Haiyan,2013,,15,15
3079,PH175201000,BACO,Haiyan,2013,28,480,508
3080,PH175202000,BANSUD,Haiyan,2013,34,125,159
3081,PH175203000,BONGABONG,Haiyan,2013,35,102,137
3082,PH175204000,BULALACAO (SAN PEDRO),Haiyan,2013,108,501,609
3083,PH175205000,CITY OF CALAPAN (Capital),Haiyan,2013,42,261,303
3084,PH175206000,GLORIA,Haiyan,2013,,5,5
3085,PH175207000,MANSALAY,Haiyan,2013,28,65,93
3086,PH175208000,NAUJAN,Haiyan,2013,36,84,120
3087,PH175209000,PINAMALAYAN,Haiyan,2013,400,54,454
3088,PH175210000,POLA,Haiyan,2013,26,334,360
3089,PH175211000,PUERTO GALERA,Haiyan,2013,95,12,107
3090,PH175212000,ROXAS,Haiyan,2013,26,273,299
3091,PH175213000,SAN TEODORO,Haiyan,2013,110,320,430
3092,PH175901000,ALCANTARA,Haiyan,2013,52,719,771
3093,PH175903000,CAJIDIOCAN,Haiyan,2013,2,13,15
3094,PH175904000,CALATRAVA,Haiyan,2013,14,94,108
3095,PH175905000,CONCEPCION,Haiyan,2013,1,32,33
3096,PH175906000,CORCUERA,Haiyan,2013,2,,2
3097,PH175916000,FERROL,Haiyan,2013,34,288,322
3098,PH175103000,LOOC,Haiyan,2013,77,827,904
3099,PH175909000,ODIONGAN,Haiyan,2013,76,845,921
3100,PH175910000,ROMBLON (Capital),Haiyan,2013,11,215,226
3101,PH175911000,SAN AGUSTIN,Haiyan,2013,6,76,82
3102,PH175912000,SAN ANDRES,Haiyan,2013,55,878,933
3103,PH175913000,SAN FERNANDO,Haiyan,2013,50,695,745
3104,PH175914000,SAN JOSE,Haiyan,2013,82,966,1048
3105,PH175915000,SANTA FE,Haiyan,2013,105,1405,1510
3106,PH175917000,SANTA MARIA (IMELDA),Haiyan,2013,7,42,49
3107,PH175302000,AGUTAYA,Haiyan,2013,1218,422,1640
3108,PH175307000,BUSUANGA,Haiyan,2013,1580,2607,4187
3109,PH175309000,CORON,Haiyan,2013,5021,3304,8325
3110,PH175322000,CULION,Haiyan,2013,1522,1478,3000
3111,PH175310000,CUYO,Haiyan,2013,22,426,448
3112,PH175312000,EL NIDO (BACUIT),Haiyan,2013,7,25,32
3113,PH175313000,LINAPACAN,Haiyan,2013,22,545,567
3114,PH175314000,MAGSAYSAY,Haiyan,2013,16,538,554
3115,PH175318000,ROXAS,Haiyan,2013,1,3,4
3116,PH175319000,SAN VICENTE,Haiyan,2013,,1,1
3117,PH175316000,PUERTO PRINCESA CITY (Capital),Haiyan,2013,1,2,3
3118,PH050515000,RAPU-RAPU,Haiyan,2013,56,30,86
3119,PH050516000,SANTO DOMINGO (LIBOG),Haiyan,2013,8,56,64
3120,PH051711000,CARAMOAN,Haiyan,2013,15,,15
3121,PH051712000,DEL GALLEGO,Haiyan,2013,2,,2
3122,PH051717000,LAGONOY,Haiyan,2013,6,,6
3123,PH051718000,LIBMANAN,Haiyan,2013,,1,1
3124,PH051719000,LUPI,Haiyan,2013,1,,1
3125,PH051725000,OCAMPO,Haiyan,2013,,465,465
3126,PH051729000,PRESENTACION (PARUBCAN),Haiyan,2013,85,180,265
3127,PH051730000,RAGAY,Haiyan,2013,7,2,9
3128,PH051731000,SAGÑAY,Haiyan,2013,25,105,130
3129,PH051733000,SAN JOSE,Haiyan,2013,97,10,107
3130,PH051735000,SIRUMA,Haiyan,2013,10,,10
3131,PH054102000,BALENO,Haiyan,2013,15,201,216
3132,PH054103000,BALUD,Haiyan,2013,66,681,747
3133,PH054104000,BATUAN,Haiyan,2013,24,278,302
3134,PH054105000,CATAINGAN,Haiyan,2013,216,428,644
3135,PH054106000,CAWAYAN,Haiyan,2013,357,1443,1800
3136,PH054109000,ESPERANZA,Haiyan,2013,87,670,757
3137,PH054112000,MILAGROS,Haiyan,2013,329,826,1155
3138,PH054114000,MONREAL,Haiyan,2013,,1,1
3139,PH054115000,PALANAS,Haiyan,2013,25,198,223
3140,PH054117000,PLACER,Haiyan,2013,181,1475,1656
3141,PH054116000,PIO V. CORPUZ (LIMBUHAN),Haiyan,2013,157,509,666
3142,PH054120000,SAN PASCUAL,Haiyan,2013,5,16,21
3143,PH056203000,BULAN,Haiyan,2013,60,424,484
3144,PH056204000,BULUSAN,Haiyan,2013,,267,267
3145,PH056208000,GUBAT,Haiyan,2013,3,78,81
3146,PH056212000,MATNOG,Haiyan,2013,38,934,972
3147,PH056213000,PILAR,Haiyan,2013,27,302,329
3148,PH056216000,CITY OF SORSOGON (Capital),Haiyan,2013,6,172,178
3149,PH056215000,SANTA MAGDALENA,Haiyan,2013,12,99,111
3150,PH052002000,BARAS,Haiyan,2013,28,16,44
3151,PH052003000,BATO,Haiyan,2013,26,66,92
3152,PH052005000,GIGMOTO,Haiyan,2013,29,1,30
3153,PH052006000,PANDAN,Haiyan,2013,1,5,6
3154,PH052010000,VIGA,Haiyan,2013,,5,5
3155,PH052011000,VIRAC (Capital),Haiyan,2013,84,80,164
3156,PH060401000,ALTAVAS,Haiyan,2013,3324,1846,5170
3157,PH060402000,BALETE,Haiyan,2013,4809,893,5702
3158,PH060403000,BANGA,Haiyan,2013,4673,3608,8281
3159,PH060404000,BATAN,Haiyan,2013,3840,2700,6540
3160,PH060405000,BURUANGA,Haiyan,2013,282,1914,2196
3161,PH060406000,IBAJAY,Haiyan,2013,671,4284,4955
3162,PH060407000,KALIBO (Capital),Haiyan,2013,2717,7242,9959
3163,PH060408000,LEZO,Haiyan,2013,768,2122,2890
3164,PH060409000,LIBACAO,Haiyan,2013,3122,1450,4572
3165,PH060410000,MADALAG,Haiyan,2013,2138,1426,3564
3166,PH060411000,MAKATO,Haiyan,2013,1144,3152,4296
3167,PH060412000,MALAY,Haiyan,2013,158,441,599
3168,PH050510000,MALINAO,Haiyan,2013,1126,3959,5085
3169,PH060414000,NABAS,Haiyan,2013,660,2821,3481
3170,PH060415000,NEW WASHINGTON,Haiyan,2013,3672,4086,7758
3171,PH060416000,NUMANCIA,Haiyan,2013,1043,5043,6086
3172,PH060417000,TANGALAN,Haiyan,2013,591,2174,2765
3173,PH060601000,ANINI-Y,Haiyan,2013,16,237,253
3174,PH060602000,BARBAZA,Haiyan,2013,2500,1582,4082
3175,PH060603000,BELISON,Haiyan,2013,35,411,446
3176,PH060604000,BUGASONG,Haiyan,2013,1015,3669,4684
3177,PH060605000,CALUYA,Haiyan,2013,735,3229,3964
3178,PH060606000,CULASI,Haiyan,2013,2369,4460,6829
3179,PH060608000,HAMTIC,Haiyan,2013,41,648,689
3180,PH060609000,LAUA-AN,Haiyan,2013,1414,3033,4447
3181,PH060610000,LIBERTAD,Haiyan,2013,715,1380,2095
3182,PH060611000,PANDAN,Haiyan,2013,1122,2210,3332
3183,PH060612000,PATNONGON,Haiyan,2013,292,1976,2268
3184,PH060613000,SAN JOSE (Capital),Haiyan,2013,68,876,944
3185,PH060614000,SAN REMIGIO,Haiyan,2013,188,1392,1580
3186,PH060615000,SEBASTE,Haiyan,2013,885,1979,2864
3187,PH060616000,SIBALOM,Haiyan,2013,85,975,1060
3188,PH060617000,TIBIAO,Haiyan,2013,2670,2563,5233
3189,PH060607000,TOBIAS FORNIER (DAO),Haiyan,2013,15,88,103
3190,PH060618000,VALDERRAMA,Haiyan,2013,546,1545,2091
3191,PH061901000,CUARTERO,Haiyan,2013,5211,297,5508
3192,PH061902000,DAO,Haiyan,2013,4815,2065,6880
3193,PH061903000,DUMALAG,Haiyan,2013,4486,1855,6341
3194,PH061904000,DUMARAO,Haiyan,2013,5401,4105,9506
3195,PH061905000,IVISAN,Haiyan,2013,4050,1200,5250
3196,PH061906000,JAMINDAN,Haiyan,2013,6910,299,7209
3197,PH061907000,MA-AYON,Haiyan,2013,4039,3150,7189
3198,PH061908000,MAMBUSAO,Haiyan,2013,4272,3438,7710
3199,PH061909000,PANAY,Haiyan,2013,6264,1240,7504
3200,PH061910000,PANITAN,Haiyan,2013,7974,84,8058
3201,PH061911000,PILAR,Haiyan,2013,4187,3521,7708
3202,PH061912000,PONTEVEDRA,Haiyan,2013,2068,1136,3204
3203,PH061913000,PRESIDENT ROXAS,Haiyan,2013,4237,662,4899
3204,PH061914000,ROXAS CITY (Capital),Haiyan,2013,13590,8056,21646
3205,PH061915000,SAPI-AN,Haiyan,2013,5022,365,5387
3206,PH061916000,SIGMA,Haiyan,2013,3700,2549,6249
3207,PH061917000,TAPAZ,Haiyan,2013,5892,4548,10440
3208,PH067901000,BUENAVISTA,Haiyan,2013,16,173,189
3209,PH067902000,JORDAN (Capital),Haiyan,2013,2,9,11
3210,PH067903000,NUEVA VALENCIA,Haiyan,2013,6,24,30
3211,PH067904000,SAN LORENZO,Haiyan,2013,10,45,55
3212,PH067905000,SIBUNAG,Haiyan,2013,2,14,16
3213,PH063001000,AJUY,Haiyan,2013,8416,1761,10177
3214,PH063002000,ALIMODIAN,Haiyan,2013,20,236,256
3215,PH063003000,ANILAO,Haiyan,2013,1279,2812,4091
3216,PH063004000,BADIANGAN,Haiyan,2013,143,943,1086
3217,PH063005000,BALASAN,Haiyan,2013,3250,2989,6239
3218,PH063006000,BANATE,Haiyan,2013,2202,4212,6414
3219,PH063007000,BAROTAC NUEVO,Haiyan,2013,475,2133,2608
3220,PH063008000,BAROTAC VIEJO,Haiyan,2013,3454,5556,9010
3221,PH063009000,BATAD,Haiyan,2013,2013,1933,3946
3222,PH063010000,BINGAWAN,Haiyan,2013,1200,1374,2574
3223,PH063012000,CABATUAN,Haiyan,2013,117,357,474
3224,PH063013000,CALINOG,Haiyan,2013,3812,4793,8605
3225,PH063014000,CARLES,Haiyan,2013,7646,4517,12163
3226,PH036905000,CONCEPCION,Haiyan,2013,4225,4211,8436
3227,PH063016000,DINGLE,Haiyan,2013,1417,2818,4235
3228,PH063017000,DUEÑAS,Haiyan,2013,555,2420,2975
3229,PH063018000,DUMANGAS,Haiyan,2013,793,1858,2651
3230,PH063019000,ESTANCIA,Haiyan,2013,5994,3047,9041
3231,PH063020000,GUIMBAL,Haiyan,2013,22,40,62
3232,PH063021000,IGBARAS,Haiyan,2013,153,515,668
3233,PH063022000,ILOILO CITY (Capital),Haiyan,2013,73,121,194
3234,PH063023000,JANIUAY,Haiyan,2013,536,2605,3141
3235,PH063025000,LAMBUNAO,Haiyan,2013,2382,5224,7606
3236,PH063026000,LEGANES,Haiyan,2013,249,290,539
3237,PH063027000,LEMERY,Haiyan,2013,4082,1785,5867
3238,PH063028000,LEON,Haiyan,2013,55,80,135
3239,PH063029000,MAASIN,Haiyan,2013,160,220,380
3240,PH063030000,MIAGAO,Haiyan,2013,361,34,395
3241,PH063031000,MINA,Haiyan,2013,88,190,278
3242,PH063032000,NEW LUCENA,Haiyan,2013,49,121,170
3243,PH063036000,PAVIA,Haiyan,2013,61,1071,1132
3244,PH063037000,POTOTAN,Haiyan,2013,189,1752,1941
3245,PH063038000,SAN DIONISIO,Haiyan,2013,4006,2694,6700
3246,PH063039000,SAN ENRIQUE,Haiyan,2013,1925,1875,3800
3247,PH063040000,SAN JOAQUIN,Haiyan,2013,29,38,67
3248,PH063041000,SAN MIGUEL,Haiyan,2013,29,416,445
3249,PH063042000,SAN RAFAEL,Haiyan,2013,1693,1407,3100
3250,PH063044000,SARA,Haiyan,2013,3929,6044,9973
3251,PH063043000,SANTA BARBARA,Haiyan,2013,3,,3
3252,PH063045000,TIGBAUAN,Haiyan,2013,,,0
3253,PH063046000,TUBUNGAN,Haiyan,2013,66,243,309
3254,PH063035000,CITY OF PASSI,Haiyan,2013,7186,8285,15471
3255,PH063047000,ZARRAGA,Haiyan,2013,46,26,72
3256,PH184503000,BINALBAGAN,Haiyan,2013,5,22,27
3257,PH184505000,CALATRAVA,Haiyan,2013,388,440,828
3258,PH184507000,CAUAYAN,Haiyan,2013,45,81,126
3259,PH184508000,ENRIQUE B. MAGALONA (SARAVIA),Haiyan,2013,368,2120,2488
3260,PH184511000,HINIGARAN,Haiyan,2013,22,118,140
3261,PH184513000,ILOG,Haiyan,2013,37,87,124
3262,PH184517000,LA CASTELLANA,Haiyan,2013,9,7,16
3263,PH184518000,MANAPLA,Haiyan,2013,1264,4008,5272
3264,PH184519000,MOISES PADILLA (MAGALLON),Haiyan,2013,,4,4
3265,PH184520000,MURCIA,Haiyan,2013,26,98,124
3266,PH184521000,PONTEVEDRA,Haiyan,2013,19,94,113
3267,PH184522000,PULUPANDAN,Haiyan,2013,5,169,174
3268,PH184532000,SALVADOR BENEDICTO,Haiyan,2013,22,120,142
3269,PH184525000,SAN ENRIQUE,Haiyan,2013,4,47,51
3270,PH184529000,TOBOSO,Haiyan,2013,233,1273,1506
3271,PH184530000,VALLADOLID,Haiyan,2013,19,409,428
3272,PH184532000,SALVADOR BENEDICTO,Haiyan,2013,93,715,808
3273,PH184502000,BAGO CITY,Haiyan,2013,13,18,31
3274,PH184504000,CADIZ CITY,Haiyan,2013,5636,18574,24210
3275,PH184509000,CITY OF ESCALANTE,Haiyan,2013,753,5285,6038
3276,PH184516000,LA CARLOTA CITY,Haiyan,2013,27,97,124
3277,PH184523000,SAGAY CITY,Haiyan,2013,3426,9758,13184
3278,PH184524000,SAN CARLOS CITY,Haiyan,2013,41,92,133
3279,PH184526000,SILAY CITY,Haiyan,2013,191,1315,1506
3280,PH184527000,CITY OF SIPALAY,Haiyan,2013,5,8,13
3281,PH184528000,CITY OF TALISAY,Haiyan,2013,51,399,450
3282,PH184531000,CITY OF VICTORIAS,Haiyan,2013,638,4370,5008
3283,PH071209000,BUENAVISTA,Haiyan,2013,1,1,2
3284,PH071217000,DAGOHOY,Haiyan,2013,3,13,16
3285,PH071220000,DIMIAO,Haiyan,2013,2,,2
3286,PH071221000,DUERO,Haiyan,2013,,11,11
3287,PH071223000,GUINDULMAN,Haiyan,2013,,13,13
3288,PH071224000,INABANGA,Haiyan,2013,30,,30
3289,PH071233000,PANGLAO,Haiyan,2013,1,8,9
3290,PH071235000,PRES. CARLOS P. GARCIA (PITOGO),Haiyan,2013,11,90,101
3291,PH071238000,SAN MIGUEL,Haiyan,2013,135,1061,1196
3292,PH071240000,SIERRA BULLONES,Haiyan,2013,1,1,2
3293,PH071243000,TALIBON,Haiyan,2013,7,400,407
3294,PH071244000,TRINIDAD,Haiyan,2013,,12,12
3295,PH071246000,UBAY,Haiyan,2013,6,162,168
3296,PH072205000,ARGAO,Haiyan,2013,,7,7
3297,PH072206000,ASTURIAS,Haiyan,2013,62,127,189
3298,PH072209000,BANTAYAN,Haiyan,2013,10533,5743,16276
3299,PH072210000,BARILI,Haiyan,2013,,2,2
3300,PH072213000,BORBON,Haiyan,2013,3820,1740,5560
3301,PH071212000,CARMEN,Haiyan,2013,156,893,1049
3302,PH072216000,CATMON,Haiyan,2013,135,1218,1353
3303,PH072218000,COMPOSTELA,Haiyan,2013,32,720,752
3304,PH072219000,CONSOLACION,Haiyan,2013,17,38,55
3305,PH072220000,CORDOVA,Haiyan,2013,19,597,616
3306,PH072221000,DAANBANTAYAN,Haiyan,2013,13660,622,14282
3307,PH072225000,GINATILAN,Haiyan,2013,8,,8
3308,PH072228000,MADRIDEJOS,Haiyan,2013,6134,319,6453
3309,PH072231000,MEDELLIN,Haiyan,2013,5092,4999,10091
3310,PH072232000,MINGLANILLA,Haiyan,2013,18,33,51
3311,PH072234000,CITY OF NAGA,Haiyan,2013,30,398,428
3312,PH072236000,PILAR,Haiyan,2013,737,1644,2381
3313,PH072237000,PINAMUNGAHAN,Haiyan,2013,20,192,212
3314,PH072238000,PORO,Haiyan,2013,657,291,948
3315,PH072241000,SAN FERNANDO,Haiyan,2013,,34,34
3316,PH072242000,SAN FRANCISCO,Haiyan,2013,444,3420,3864
3317,PH072243000,SAN REMIGIO,Haiyan,2013,4997,4023,9020
3318,PH072245000,SANTANDER,Haiyan,2013,,2,2
3319,PH072246000,SIBONGA,Haiyan,2013,5,55,60
3320,PH072247000,SOGOD,Haiyan,2013,446,2359,2805
3321,PH072244000,SANTA FE,Haiyan,2013,2327,2027,4354
3322,PH072248000,TABOGON,Haiyan,2013,2606,1120,3726
3323,PH072249000,TABUELAN,Haiyan,2013,2175,2647,4822
3324,PH072252000,TUBURAN,Haiyan,2013,577,4297,4874
3325,PH072253000,TUDELA,Haiyan,2013,1361,136,1497
3326,PH072211000,CITY OF BOGO,Haiyan,2013,6496,5869,12365
3327,PH072214000,CITY OF CARCAR,Haiyan,2013,,2,2
3328,PH072250000,CITY OF TALISAY,Haiyan,2013,30,1027,1057
3329,PH184602000,AYUNGON,Haiyan,2013,,3,3
3330,PH184603000,BACONG,Haiyan,2013,1,6,7
3331,PH184609000,DAUIN,Haiyan,2013,,39,39
3332,PH184612000,JIMALALUD,Haiyan,2013,9,,9
3333,PH184624000,VALLEHERMOSO,Haiyan,2013,23,26,49
3334,PH184611000,CITY OF GUIHULNGAN,Haiyan,2013,16,32,48
3335,PH184604000,BAIS CITY,Haiyan,2013,,,
3336,PH083701000,ABUYOG,Haiyan,2013,4270,8006,12276
3337,PH083702000,ALANGALANG,Haiyan,2013,5873,3820,9693
3338,PH083703000,ALBUERA,Haiyan,2013,4365,3263,7628
3339,PH083705000,BABATNGON,Haiyan,2013,997,2571,3568
3340,PH083706000,BARUGO,Haiyan,2013,3825,2578,6403
3341,PH051703000,BATO,Haiyan,2013,4711,2866,7577
3342,PH083710000,BURAUEN,Haiyan,2013,6526,3501,10027
3343,PH083713000,CALUBIAN,Haiyan,2013,2283,2447,4730
3344,PH083714000,CAPOOCAN,Haiyan,2013,3516,2222,5738
3345,PH083715000,CARIGARA,Haiyan,2013,4547,6163,10710
3346,PH083717000,DAGAMI,Haiyan,2013,6772,,6772
3347,PH083718000,DULAG,Haiyan,2013,8104,780,8884
3348,PH083719000,HILONGOS,Haiyan,2013,7514,4572,12086
3349,PH083720000,HINDANG,Haiyan,2013,2669,1624,4293
3350,PH083721000,INOPACAN,Haiyan,2013,2633,1602,4235
3351,PH083722000,ISABEL,Haiyan,2013,5767,3508,9275
3352,PH083723000,JARO,Haiyan,2013,7020,372,7392
3353,PH083724000,JAVIER (BUGHO),Haiyan,2013,3159,1921,5080
3354,PH083725000,JULITA,Haiyan,2013,2807,323,3130
3355,PH083726000,KANANGA,Haiyan,2013,9295,158,9453
3356,PH083728000,LA PAZ,Haiyan,2013,2531,1540,4071
3357,PH083729000,LEYTE,Haiyan,2013,2389,6725,9114
3358,PH083730000,MACARTHUR,Haiyan,2013,3741,243,3984
3359,PH083731000,MAHAPLAG,Haiyan,2013,250,2660,2910
3360,PH083733000,MATAG-OB,Haiyan,2013,2264,1372,3636
3361,PH083734000,MATALOM,Haiyan,2013,4114,2502,6616
3362,PH083735000,MAYORGA,Haiyan,2013,2063,1191,3254
3363,PH083736000,MERIDA,Haiyan,2013,2501,1191,3692
3364,PH083739000,PALO,Haiyan,2013,13481,1435,14916
3365,PH083740000,PALOMPON,Haiyan,2013,7165,4359,11524
3366,PH083741000,PASTRANA,Haiyan,2013,3355,298,3653
3367,PH083742000,SAN ISIDRO,Haiyan,2013,2960,2003,4963
3368,PH083743000,SAN MIGUEL,Haiyan,2013,2323,1413,3736
3369,PH083744000,SANTA FE,Haiyan,2013,2082,315,2397
3370,PH083745000,TABANGO,Haiyan,2013,4224,2570,6794
3371,PH083746000,TABONTABON,Haiyan,2013,1301,792,2093
3372,PH083748000,TANAUAN,Haiyan,2013,6670,3994,10664
3373,PH083749000,TOLOSA,Haiyan,2013,2397,1416,3813
3374,PH083750000,TUNGA,Haiyan,2013,1247,139,1386
3375,PH083751000,VILLABA,Haiyan,2013,5136,3123,8259
3376,PH083708000,CITY OF BAYBAY,Haiyan,2013,6215,15666,21881
3377,PH083738000,ORMOC CITY,Haiyan,2013,14132,26549,40681
3378,PH083747000,TACLOBAN CITY (Capital),Haiyan,2013,12270,46553,58823
3379,PH087801000,ALMERIA,Haiyan,2013,422,1186,1608
3380,PH087802000,BILIRAN,Haiyan,2013,1261,2226,3487
3381,PH087803000,CABUCGAYAN,Haiyan,2013,1177,2898,4075
3382,PH087804000,CAIBIRAN,Haiyan,2013,426,1039,1465
3383,PH087805000,CULABA,Haiyan,2013,107,795,902
3384,PH087806000,KAWAYAN,Haiyan,2013,222,1254,1476
3385,PH087807000,MARIPIPI,Haiyan,2013,62,726,788
3386,PH087808000,NAVAL (Capital),Haiyan,2013,1767,4957,6724
3387,PH082601000,ARTECHE,Haiyan,2013,53,734,787
3388,PH082602000,BALANGIGA,Haiyan,2013,2919,370,3289
3389,PH082603000,BALANGKAYAN,Haiyan,2013,584,1341,1925
3390,PH082604000,CITY OF BORONGAN (Capital),Haiyan,2013,1024,6948,7972
3391,PH082605000,CAN-AVID,Haiyan,2013,46,1566,1612
3392,PH082606000,DOLORES,Haiyan,2013,150,146,296
3393,PH082607000,GENERAL MACARTHUR,Haiyan,2013,1529,1485,3014
3394,PH082608000,GIPORLOS,Haiyan,2013,1000,2971,3971
3395,PH082609000,GUIUAN,Haiyan,2013,10008,1601,11609
